predicted_price,actual_price,value_diff,budget,position_needed,popularity,performance,composition_match,age,injury_risk,buy_decision
99,107,-8,143,0,0.33,0.96,1,25,0.67,0
69,75,-6,256,0,0.62,0.69,1,26,0.58,0
69,72,-3,223,0,0.75,0.76,0,28,0.63,0
60,50,10,165,0,0.23,0.83,1,23,0.31,1
88,92,-4,252,0,0.3,0.72,1,30,0.35,0
87,78,9,144,1,0.69,0.98,1,21,0.38,1
66,60,6,104,1,0.46,0.9,1,26,0.67,1
71,78,-7,58,1,0.74,0.66,1,22,0.9,0
98,103,-5,269,1,0.26,0.78,0,22,0.5,0
40,40,0,256,1,0.17,0.99,1,29,0.05,0
60,68,-8,71,0,0.6,0.96,0,29,0.84,0
100,92,8,180,0,0.91,0.96,0,25,0.05,0
77,83,-6,145,0,0.18,0.77,1,22,0.74,0
90,90,0,250,1,0.46,0.95,1,32,0.41,0
43,39,4,211,0,0.17,0.84,1,34,0.83,0
98,106,-8,273,0,0.01,0.74,0,35,0.95,0
67,60,7,260,1,0.21,0.92,0,35,0.59,0
60,64,-4,208,1,0.01,0.91,0,35,0.79,0
96,106,-10,268,1,0.17,0.52,0,31,0.36,0
76,66,10,278,0,0.84,0.66,1,29,0.86,1
91,93,-2,194,0,0.32,0.51,1,25,0.08,0
45,42,3,104,1,0.91,0.5,0,30,0.04,0
86,88,-2,184,1,0.43,0.96,0,34,0.37,0
50,47,3,248,0,0.2,0.99,1,25,0.06,0
84,90,-6,63,1,1.0,0.8,0,21,0.15,0
88,81,7,181,1,0.99,0.91,0,34,0.98,0
74,72,2,179,0,0.55,0.65,0,35,0.81,0
55,64,-9,276,0,0.47,0.67,1,24,0.08,0
79,74,5,262,0,0.17,0.61,1,31,0.09,0
89,97,-8,135,1,0.86,0.92,1,31,0.9,0
96,99,-3,220,1,0.24,0.59,1,29,0.27,0
90,93,-3,85,0,0.53,0.78,1,22,0.07,0
91,87,4,152,1,0.67,0.9,1,23,0.46,0
48,47,1,53,1,0.75,0.73,1,27,0.82,0
47,38,9,108,1,0.66,0.87,0,22,0.14,0
58,61,-3,83,1,0.01,0.74,1,21,0.91,0
86,86,0,82,0,0.8,0.81,1,27,0.02,0
59,67,-8,66,0,0.53,0.6,0,35,0.8,0
64,57,7,67,1,0.49,0.94,1,18,0.98,1
89,98,-9,89,1,0.11,0.83,0,20,0.32,0
68,77,-9,245,1,0.91,0.91,0,25,0.91,0
82,92,-10,96,0,0.74,0.8,1,28,0.52,0
55,62,-7,246,0,0.38,0.57,0,34,0.73,0
98,96,2,179,0,0.14,0.52,1,28,0.55,0
97,92,5,173,1,0.17,0.73,0,19,0.14,0
48,40,8,157,0,0.68,0.99,0,29,0.88,0
66,70,-4,244,0,0.53,0.99,0,33,0.33,0
69,76,-7,86,1,0.51,0.81,0,25,0.75,0
45,50,-5,165,1,0.71,0.82,1,35,0.86,0
63,71,-8,261,0,0.54,0.79,0,20,0.97,0
58,49,9,118,1,0.75,0.56,1,33,0.2,1
95,85,10,240,1,0.21,0.82,0,33,0.1,0
98,99,-1,251,0,0.73,0.75,0,18,0.08,0
46,45,1,244,1,0.34,0.63,0,21,0.41,0
51,47,4,77,1,0.81,0.55,0,35,0.22,0
62,69,-7,53,0,0.77,0.61,0,22,0.94,0
55,64,-9,195,0,0.24,0.87,0,31,0.38,0
40,39,1,296,0,0.16,0.76,1,24,0.27,0
60,68,-8,88,0,0.34,0.76,0,33,0.81,0
81,86,-5,163,1,0.81,0.55,0,31,0.25,0
76,70,6,135,1,0.52,0.7,0,30,0.17,0
77,77,0,258,1,0.41,0.63,0,21,0.52,0
60,56,4,93,0,0.11,0.51,1,21,0.71,0
77,84,-7,226,1,0.07,0.85,0,30,0.61,0
45,51,-6,156,0,0.97,0.79,0,33,0.77,0
94,94,0,170,1,0.04,0.52,0,23,0.08,0
76,78,-2,279,1,0.25,0.77,1,18,0.67,0
40,33,7,217,0,0.45,0.97,0,27,0.61,0
67,63,4,63,1,0.05,0.57,0,20,0.28,0
82,79,3,163,0,0.09,0.88,0,22,0.01,0
41,40,1,191,1,0.05,0.9,1,25,0.28,0
66,65,1,234,1,0.18,0.56,0,34,0.86,0
46,55,-9,289,1,0.61,0.8,1,18,0.34,0
46,36,10,193,1,0.39,0.71,0,34,0.06,0
64,72,-8,158,1,0.47,0.7,1,28,0.75,0
56,55,1,284,1,0.38,0.89,1,18,0.65,0
98,101,-3,57,0,0.27,0.91,0,19,0.64,0
68,67,1,278,0,0.27,0.75,1,31,0.88,0
65,66,-1,176,1,0.02,0.78,1,32,0.15,0
49,46,3,198,1,0.63,0.98,1,21,0.65,0
53,60,-7,286,0,0.32,0.67,0,24,0.09,0
93,83,10,132,0,0.84,0.71,0,25,0.49,0
58,58,0,269,1,0.07,0.65,1,31,0.97,0
99,89,10,266,0,0.73,0.57,1,28,0.05,1
58,52,6,231,1,0.3,0.82,1,27,0.23,1
77,80,-3,70,1,0.35,0.76,0,35,0.85,0
50,55,-5,71,1,0.4,0.83,0,19,0.99,0
43,38,5,194,0,0.29,0.74,1,21,0.24,0
83,73,10,265,1,0.2,0.88,1,34,0.07,1
83,90,-7,184,1,0.56,0.78,1,19,0.73,0
82,88,-6,132,1,0.38,0.73,1,31,0.75,0
73,68,5,125,0,0.44,0.96,1,19,0.84,0
83,74,9,88,0,0.94,0.89,1,24,0.37,1
65,56,9,93,0,0.81,0.82,0,31,0.41,0
92,92,0,296,1,0.95,0.88,0,22,0.76,0
92,89,3,232,0,0.62,0.97,0,18,0.9,0
44,40,4,67,1,0.61,0.65,1,32,0.69,0
58,67,-9,158,1,0.1,0.84,0,19,0.33,0
51,59,-8,120,0,0.45,0.82,0,32,0.06,0
70,63,7,277,0,0.23,0.92,1,27,0.24,1
80,83,-3,207,1,0.19,0.63,0,26,0.28,0
42,46,-4,264,1,0.56,0.62,0,22,0.97,0
81,78,3,256,0,0.4,0.96,1,25,0.49,0
93,99,-6,91,1,0.97,0.69,0,27,0.85,0
42,34,8,138,1,0.53,0.6,0,22,0.18,0
63,57,6,144,0,0.11,0.82,1,31,0.46,1
99,108,-9,248,1,0.08,0.89,1,23,0.48,0
98,102,-4,212,0,0.43,0.65,1,24,0.86,0
45,38,7,169,1,0.44,0.88,0,33,0.31,0
46,47,-1,217,0,0.88,0.51,1,22,0.78,0
47,57,-10,214,0,0.02,0.69,1,24,0.17,0
78,72,6,106,1,0.63,0.91,0,21,0.53,0
47,41,6,116,1,0.22,0.97,0,18,0.66,0
57,67,-10,168,0,0.46,0.97,1,34,0.07,0
95,105,-10,200,0,0.06,0.65,0,30,0.41,0
59,60,-1,204,0,0.73,0.88,1,23,0.56,0
97,87,10,82,1,0.24,0.66,0,35,0.44,0
63,59,4,213,1,0.12,0.92,0,26,0.27,0
45,46,-1,95,1,0.26,0.53,0,18,0.5,0
43,37,6,155,1,0.38,0.96,0,34,0.39,0
64,58,6,105,0,0.68,0.78,1,26,0.3,1
59,58,1,97,0,0.89,0.51,0,28,0.58,0
41,43,-2,162,0,0.08,0.99,1,24,0.53,0
53,59,-6,252,0,0.8,0.81,0,29,0.66,0
93,101,-8,130,0,0.45,0.52,0,35,0.48,0
92,83,9,235,0,0.71,0.99,0,25,0.5,0
50,55,-5,95,1,0.4,0.71,0,32,0.9,0
67,58,9,211,0,0.47,0.9,0,33,0.08,0
63,53,10,51,0,0.44,0.98,1,27,0.95,0
85,95,-10,216,1,0.77,0.93,1,25,0.7,0
46,38,8,214,1,0.52,0.97,1,18,0.78,1
73,71,2,267,0,0.91,0.99,1,18,0.33,0
87,91,-4,84,1,0.76,0.96,0,33,0.32,0
64,74,-10,225,0,0.82,0.83,1,22,0.54,0
93,103,-10,298,1,0.49,0.92,1,27,0.45,0
99,91,8,208,1,0.53,0.94,0,34,0.28,0
87,81,6,66,1,0.47,0.76,1,33,0.26,0
78,85,-7,87,1,0.6,0.89,1,22,0.59,0
76,82,-6,144,0,0.38,0.86,1,20,0.63,0
67,57,10,101,1,0.92,0.82,0,34,0.15,0
82,75,7,236,1,0.88,0.56,0,18,0.33,0
80,80,0,289,0,0.34,0.83,0,31,0.92,0
86,90,-4,143,0,0.14,0.68,0,23,0.91,0
69,77,-8,263,0,0.38,0.8,0,25,0.36,0
80,73,7,195,1,0.31,0.8,0,21,0.74,0
54,49,5,208,1,0.6,0.89,1,20,0.82,0
70,72,-2,108,0,0.39,0.7,1,19,0.42,0
71,62,9,182,1,0.98,0.55,0,19,0.65,0
42,43,-1,232,1,0.05,0.54,1,23,0.37,0
40,47,-7,97,1,0.57,0.74,0,27,0.44,0
73,83,-10,180,1,0.63,0.58,1,24,0.77,0
67,58,9,229,1,0.2,0.79,1,32,0.9,1
79,89,-10,235,1,0.11,0.89,1,23,0.38,0
52,59,-7,101,1,0.49,0.94,1,24,0.22,0
87,91,-4,272,0,0.11,0.67,0,22,0.35,0
45,38,7,300,1,0.75,0.83,0,34,0.01,0
78,87,-9,218,0,0.68,0.74,0,33,0.49,0
73,71,2,252,1,0.43,0.92,1,26,1.0,0
86,85,1,79,0,0.53,0.51,1,27,0.93,0
52,52,0,137,0,0.62,0.59,0,21,0.25,0
58,50,8,169,0,0.66,0.76,1,25,0.17,1
70,77,-7,166,0,0.18,0.94,1,31,0.12,0
55,47,8,62,0,0.15,0.97,1,24,0.92,1
82,92,-10,214,0,0.11,0.71,0,32,0.89,0
81,83,-2,225,1,0.49,0.96,1,31,0.52,0
100,90,10,89,0,0.61,0.75,1,34,0.49,0
71,75,-4,152,1,0.4,0.61,0,27,0.95,0
54,49,5,103,1,0.4,0.69,0,32,0.0,0
57,59,-2,295,1,0.47,0.81,1,35,0.31,0
81,87,-6,77,1,0.6,0.84,1,27,0.43,0
92,99,-7,276,1,0.13,0.93,1,35,0.09,0
92,82,10,99,0,0.1,0.5,1,29,0.46,1
55,64,-9,99,1,0.21,0.9,1,20,0.76,0
42,48,-6,162,0,0.73,0.69,0,34,0.94,0
79,83,-4,167,0,0.4,0.88,1,28,0.4,0
55,56,-1,166,1,0.81,0.61,1,33,0.07,0
97,98,-1,267,1,0.43,0.77,0,18,0.1,0
56,63,-7,207,1,0.63,0.55,0,27,0.59,0
85,82,3,136,0,0.95,0.99,0,31,0.34,0
77,84,-7,163,0,0.52,0.8,0,30,0.38,0
77,68,9,269,0,0.84,0.6,0,26,0.54,0
85,81,4,193,1,0.52,0.83,0,22,0.23,0
40,43,-3,178,0,0.43,0.8,0,21,0.34,0
94,93,1,137,0,0.52,0.53,1,32,0.88,0
83,91,-8,115,0,0.31,0.9,1,28,0.73,0
83,90,-7,159,0,0.35,0.95,1,29,0.03,0
47,49,-2,101,1,0.13,0.66,0,27,0.76,0
99,91,8,122,0,0.52,0.6,0,28,0.43,0
68,58,10,101,0,0.27,0.63,0,30,0.76,0
71,65,6,287,0,0.93,0.82,1,27,0.94,1
83,79,4,211,0,0.41,0.94,0,28,0.08,0
74,78,-4,109,0,0.55,0.72,1,24,0.7,0
63,57,6,151,0,0.51,0.86,0,28,0.73,0
85,78,7,119,1,0.52,0.96,1,25,0.25,1
87,96,-9,53,1,0.8,0.84,0,19,0.69,0
86,93,-7,193,0,0.87,0.95,0,30,0.78,0
83,76,7,274,1,0.2,0.72,1,20,0.58,1
75,84,-9,235,0,0.49,0.87,1,35,0.51,0
80,75,5,287,0,0.05,0.69,0,22,0.53,0
83,85,-2,120,1,0.17,0.86,1,27,0.56,0
88,83,5,285,0,0.1,0.53,1,18,0.28,0
68,66,2,91,1,0.59,0.67,0,33,0.53,0
63,59,4,268,1,0.34,0.98,0,18,0.86,0
86,80,6,238,0,0.34,0.92,1,19,0.81,1
40,34,6,210,0,0.02,0.93,0,30,0.38,0
78,75,3,195,1,0.61,0.99,0,27,0.86,0
67,75,-8,286,0,0.84,0.75,1,18,0.76,0
79,88,-9,243,1,0.5,0.96,1,19,0.82,0
74,73,1,272,0,0.55,0.62,1,22,0.86,0
79,74,5,160,1,0.61,0.74,0,24,0.94,0
79,72,7,193,0,0.4,0.53,0,24,0.42,0
79,80,-1,255,1,0.87,0.79,0,19,0.7,0
68,74,-6,279,1,0.57,0.73,0,22,0.33,0
51,49,2,114,1,0.55,0.68,0,22,0.61,0
62,67,-5,265,0,0.49,0.91,1,28,0.74,0
62,69,-7,92,0,0.02,0.91,0,23,0.58,0
67,69,-2,125,0,0.45,0.68,1,31,0.44,0
76,78,-2,85,0,0.1,0.83,1,27,0.27,0
75,83,-8,114,1,0.65,0.87,1,20,0.97,0
49,56,-7,263,1,0.87,0.9,1,20,0.36,0
51,53,-2,142,0,0.88,0.6,0,18,0.43,0
81,84,-3,143,0,0.65,0.56,1,26,0.63,0
73,77,-4,163,1,0.72,0.8,1,20,0.03,0
62,64,-2,91,1,0.88,0.62,0,19,0.82,0
93,88,5,199,0,0.79,0.55,1,23,0.9,0
85,84,1,60,1,0.16,0.91,0,30,0.58,0
91,91,0,249,0,0.39,0.65,0,35,0.3,0
85,88,-3,125,0,0.25,0.69,1,19,0.94,0
62,59,3,203,0,0.9,0.65,1,22,0.26,0
60,67,-7,151,0,0.6,0.66,1,26,0.94,0
51,56,-5,238,0,0.71,0.69,0,30,0.19,0
84,74,10,296,0,0.08,0.92,0,34,0.6,0
73,70,3,298,1,0.65,0.94,0,22,0.62,0
72,67,5,204,0,0.3,1.0,1,21,0.81,0
40,42,-2,182,1,0.47,0.75,0,20,0.54,0
75,83,-8,245,0,0.75,0.71,0,31,0.52,0
96,92,4,176,1,0.2,0.78,1,20,0.43,0
85,85,0,170,0,0.4,0.98,0,29,0.63,0
97,100,-3,97,0,0.18,0.86,1,24,0.85,0
76,68,8,67,1,0.9,0.9,1,25,0.64,0
74,77,-3,138,0,0.28,0.76,1,34,0.18,0
58,52,6,182,1,0.76,0.81,0,33,0.12,0
63,67,-4,255,1,0.67,0.87,0,24,0.09,0
91,85,6,222,1,0.25,0.64,1,26,0.87,1
81,85,-4,207,1,0.8,0.7,1,18,0.15,0
72,79,-7,94,0,0.39,0.58,1,33,0.81,0
48,48,0,87,0,0.91,0.65,0,30,0.05,0
92,87,5,279,0,0.34,0.65,0,30,0.62,0
93,90,3,80,0,0.45,0.7,1,28,0.21,0
48,49,-1,162,0,0.62,0.54,1,33,0.36,0
98,102,-4,147,1,0.81,0.98,0,27,0.96,0
78,72,6,115,1,0.32,0.95,0,29,0.42,0
46,56,-10,85,1,0.38,0.68,0,29,0.66,0
71,71,0,89,0,0.17,0.51,1,29,0.47,0
81,88,-7,72,1,0.97,0.55,1,21,0.82,0
64,73,-9,249,0,0.26,0.68,0,29,0.49,0
50,52,-2,284,0,0.75,0.59,1,33,0.46,0
99,96,3,261,0,0.04,0.51,1,35,0.57,0
43,44,-1,119,1,0.7,0.82,0,28,0.75,0
90,85,5,139,0,0.6,0.55,0,30,0.9,0
69,69,0,227,0,0.65,0.95,0,18,0.4,0
59,51,8,188,0,0.09,0.86,1,35,0.5,1
79,74,5,290,1,0.23,0.99,1,33,0.97,0
74,73,1,195,1,0.14,0.56,0,35,0.04,0
77,81,-4,76,1,1.0,0.99,1,33,0.92,0
50,45,5,293,0,0.67,0.75,1,30,0.95,0
92,102,-10,251,0,0.8,0.53,1,31,0.21,0
97,93,4,167,0,0.05,0.65,0,22,0.38,0
58,62,-4,63,0,0.44,0.87,0,29,0.5,0
84,78,6,149,1,0.83,0.68,0,30,0.92,0
63,64,-1,53,0,0.21,0.71,1,27,0.83,0
96,95,1,147,1,0.35,0.62,1,34,0.75,0
84,86,-2,94,0,0.49,0.69,1,19,0.58,0
71,75,-4,139,1,0.58,0.56,1,27,0.56,0
67,61,6,128,1,0.98,0.93,1,30,0.15,1
88,90,-2,135,0,0.33,0.98,1,25,0.36,0
65,55,10,295,0,0.22,0.54,0,30,0.52,0
81,79,2,109,0,0.92,0.85,1,34,0.82,0
68,64,4,144,0,0.05,0.73,0,28,0.86,0
56,46,10,64,1,0.03,0.84,0,31,0.62,0
63,53,10,252,1,0.27,0.57,0,28,0.37,0
69,62,7,253,0,0.76,0.67,0,25,0.43,0
43,53,-10,126,0,0.16,0.95,1,18,0.7,0
74,68,6,286,0,0.17,0.95,1,29,0.34,1
47,38,9,77,1,0.89,0.51,0,34,0.48,0
48,46,2,111,1,0.29,0.87,0,25,0.7,0
72,79,-7,52,0,0.24,0.84,1,21,0.26,0
84,77,7,177,1,0.21,0.92,0,28,0.07,0
82,86,-4,220,0,0.59,0.93,0,24,0.17,0
68,62,6,231,0,0.16,0.84,0,34,0.38,0
64,71,-7,257,1,0.36,0.68,1,27,0.79,0
96,95,1,171,1,0.59,0.75,1,30,0.6,0
99,89,10,232,1,0.49,0.84,0,26,0.71,0
51,49,2,112,0,0.43,0.87,1,29,0.92,0
67,72,-5,146,1,0.03,0.72,1,18,0.36,0
74,82,-8,168,0,0.13,0.69,0,21,0.06,0
41,38,3,113,0,0.56,0.53,0,19,0.5,0
51,60,-9,158,0,0.9,0.5,0,24,0.55,0
80,79,1,186,0,0.24,0.51,0,27,0.85,0
98,88,10,215,1,0.67,0.92,0,27,0.0,0
79,87,-8,234,1,0.32,0.57,0,33,0.99,0
65,61,4,279,1,0.66,0.52,0,32,0.31,0
87,78,9,77,1,0.37,0.64,1,22,0.6,0
67,76,-9,71,0,0.94,0.6,0,19,0.99,0
98,103,-5,259,0,0.5,0.85,0,32,0.12,0
67,57,10,152,0,0.15,0.76,0,30,0.57,0
68,74,-6,87,1,0.76,0.63,0,27,0.28,0
48,55,-7,217,0,0.35,0.73,1,32,0.98,0
61,52,9,182,0,0.06,0.74,1,33,0.58,1
85,79,6,268,0,0.83,0.77,1,35,0.2,1
89,97,-8,215,0,0.05,0.55,0,18,0.74,0
78,78,0,256,1,0.73,0.83,0,24,0.14,0
52,60,-8,163,0,0.09,0.71,0,18,0.81,0
59,67,-8,55,0,0.16,0.51,1,23,0.89,0
85,76,9,212,0,0.15,0.89,1,20,0.74,1
93,86,7,149,1,0.51,0.59,1,18,0.56,1
87,96,-9,74,1,0.93,0.81,1,22,0.94,0
46,37,9,264,0,0.5,0.62,1,29,0.17,1
81,83,-2,244,1,0.36,0.79,0,18,0.33,0
78,80,-2,189,0,0.5,0.58,0,29,0.35,0
73,67,6,221,0,0.05,0.66,1,23,0.29,1
85,84,1,224,0,0.08,0.81,0,22,0.37,0
73,63,10,190,1,0.23,0.96,0,19,0.49,0
41,35,6,163,1,0.96,0.8,0,29,0.2,0
45,38,7,175,0,0.04,0.81,0,26,0.92,0
69,71,-2,200,0,0.27,0.81,1,21,0.03,0
47,39,8,272,0,0.42,0.58,0,28,0.93,0
66,76,-10,70,1,0.18,0.9,0,22,0.81,0
91,100,-9,299,1,0.12,0.54,1,33,0.79,0
89,85,4,135,0,0.2,0.77,1,19,0.65,0
54,58,-4,157,1,0.81,0.51,1,23,0.94,0
54,61,-7,279,1,0.08,0.55,1,31,0.15,0
51,48,3,172,1,0.13,0.96,1,20,0.88,0
44,52,-8,219,0,0.02,0.75,0,28,0.48,0
60,63,-3,248,0,0.15,0.53,0,32,0.92,0
69,78,-9,218,1,0.86,0.69,1,25,0.0,0
41,51,-10,172,1,0.58,0.69,0,22,0.01,0
61,61,0,92,1,0.94,0.6,0,24,0.09,0
82,76,6,59,0,0.62,0.81,0,19,0.42,0
52,45,7,271,0,0.1,0.93,0,21,0.23,0
93,90,3,122,0,0.75,0.71,0,22,0.53,0
41,41,0,246,0,0.96,0.56,0,19,0.0,0
72,75,-3,127,0,0.69,0.71,0,21,0.57,0
74,65,9,103,0,0.24,0.97,0,25,0.87,0
41,32,9,103,0,0.52,0.62,0,32,0.64,0
98,90,8,67,0,0.33,0.88,0,27,0.83,0
51,52,-1,81,1,0.92,0.55,0,28,0.33,0
43,35,8,158,0,0.55,0.57,1,22,0.85,1
50,48,2,196,1,0.32,0.76,1,30,0.42,0
56,54,2,115,0,0.53,0.98,0,25,0.19,0
42,38,4,76,1,0.46,0.65,0,26,0.26,0
84,79,5,199,0,0.02,0.96,1,30,0.48,0
41,31,10,141,0,0.07,0.78,1,31,0.87,1
76,72,4,129,1,0.69,0.93,0,33,0.53,0
61,52,9,131,0,0.3,0.81,0,29,0.37,0
91,89,2,215,1,0.44,0.6,0,19,0.6,0
52,59,-7,157,1,0.8,0.56,1,21,0.68,0
77,73,4,163,0,0.26,0.69,0,33,0.84,0
92,87,5,154,1,0.46,0.62,1,28,0.53,0
68,59,9,192,0,0.61,0.83,0,21,0.28,0
82,81,1,196,0,0.1,0.69,0,34,0.93,0
59,52,7,297,1,0.97,1.0,0,29,0.1,0
43,48,-5,190,0,0.98,0.99,0,30,0.24,0
92,92,0,112,0,0.84,0.59,1,27,0.19,0
94,91,3,211,0,0.42,0.9,0,19,0.27,0
96,98,-2,101,0,0.44,0.93,0,19,0.53,0
55,49,6,134,1,0.78,0.85,1,18,0.14,1
50,41,9,300,1,0.19,0.97,0,24,0.62,0
68,62,6,142,1,0.34,0.82,0,31,0.76,0
74,67,7,251,0,0.56,0.84,1,33,0.83,1
49,46,3,249,0,0.05,0.65,1,32,0.57,0
87,85,2,107,0,0.29,0.53,1,27,0.77,0
66,68,-2,80,1,0.55,0.81,1,21,0.83,0
56,47,9,163,1,0.69,0.93,0,35,0.72,0
79,75,4,127,0,0.28,0.97,0,35,0.29,0
52,45,7,57,1,0.49,0.7,0,32,0.62,0
90,93,-3,143,1,0.66,0.59,1,26,0.17,0
87,84,3,235,0,0.81,0.51,0,34,0.79,0
60,59,1,220,0,0.42,0.94,1,30,0.74,0
71,79,-8,79,0,0.49,0.73,1,18,0.75,0
81,71,10,242,0,0.53,0.51,0,25,0.4,0
71,62,9,241,1,0.14,0.84,0,28,0.45,0
97,88,9,271,0,0.64,0.82,1,34,0.29,1
88,90,-2,62,1,0.55,0.87,0,23,0.52,0
40,41,-1,67,0,0.27,0.56,1,21,0.1,0
49,42,7,129,1,0.61,0.52,0,23,0.31,0
100,99,1,85,1,0.46,0.69,0,34,0.96,0
84,94,-10,116,1,0.4,0.74,1,23,0.14,0
81,82,-1,272,1,0.68,0.63,1,26,0.52,0
67,63,4,133,1,0.71,0.69,1,34,1.0,0
92,87,5,112,0,0.22,0.66,0,34,0.95,0
60,69,-9,152,0,0.47,0.65,1,25,0.49,0
64,63,1,265,1,0.99,0.87,1,34,0.05,0
55,54,1,72,0,0.59,0.88,1,22,0.41,0
93,88,5,293,1,0.96,0.54,0,29,0.88,0
49,59,-10,180,0,0.34,0.62,0,31,0.48,0
63,55,8,251,1,0.05,0.64,0,33,0.68,0
53,56,-3,171,1,0.19,0.59,1,20,0.55,0
79,80,-1,66,0,0.36,0.95,1,28,0.6,0
68,67,1,118,1,0.27,0.57,0,18,0.05,0
53,60,-7,217,1,0.65,0.59,0,29,0.25,0
68,72,-4,93,1,0.81,0.96,0,34,0.48,0
72,80,-8,130,0,0.8,0.8,0,23,0.67,0
70,64,6,297,1,0.64,0.74,0,27,0.31,0
93,103,-10,186,0,0.68,0.95,1,30,0.4,0
90,86,4,133,1,0.74,0.56,0,23,0.29,0
66,73,-7,191,0,0.76,0.94,0,26,0.68,0
59,60,-1,249,1,0.66,0.79,0,20,0.08,0
48,42,6,268,0,0.52,0.76,0,22,0.09,0
48,41,7,60,0,0.44,0.95,0,18,1.0,0
65,61,4,142,0,0.27,0.71,0,35,0.34,0
43,42,1,176,1,0.37,0.73,0,35,0.95,0
42,44,-2,80,1,0.47,1.0,0,31,0.03,0
100,107,-7,247,0,0.74,0.78,0,23,0.09,0
90,83,7,203,0,0.47,0.64,0,23,0.85,0
91,99,-8,55,1,0.71,0.82,0,25,0.37,0
55,45,10,51,1,0.98,0.86,1,35,0.09,1
50,50,0,53,0,0.68,0.9,1,23,0.3,0
56,52,4,161,0,0.02,0.61,1,28,0.35,0
96,86,10,282,1,0.23,0.96,0,26,0.65,0
72,72,0,88,1,0.79,0.87,1,24,0.29,0
60,64,-4,234,0,0.09,0.88,1,26,0.43,0
71,73,-2,137,1,0.98,0.91,0,26,0.12,0
70,76,-6,277,1,0.78,0.84,0,27,0.32,0
81,71,10,275,1,0.22,0.99,1,31,0.15,1
92,102,-10,82,1,0.25,0.95,1,33,0.03,0
67,64,3,182,0,0.73,0.85,1,34,0.08,0
43,51,-8,95,0,0.55,0.9,1,35,0.78,0
82,73,9,202,0,0.91,0.74,0,19,0.19,0
91,86,5,84,1,0.38,0.68,0,21,0.18,0
85,91,-6,97,1,0.08,0.86,1,32,0.33,0
78,88,-10,214,0,0.05,0.94,0,20,0.77,0
78,74,4,57,0,0.35,0.89,0,20,0.64,0
64,71,-7,131,1,0.31,0.87,1,21,0.79,0
53,58,-5,159,1,0.91,0.53,1,30,0.2,0
78,85,-7,231,1,0.95,0.67,0,34,0.19,0
81,83,-2,299,0,0.94,0.68,0,33,0.03,0
81,82,-1,99,1,0.71,0.74,1,21,0.23,0
69,71,-2,204,0,0.97,0.97,1,22,0.98,0
90,93,-3,114,1,0.39,0.98,0,22,0.78,0
86,93,-7,240,1,0.06,0.89,1,25,0.27,0
69,68,1,221,0,0.32,0.72,1,34,0.4,0
48,53,-5,128,1,0.75,0.8,1,31,0.39,0
51,44,7,159,0,0.04,0.92,1,28,0.99,1
94,89,5,101,0,0.05,0.67,0,32,0.74,0
59,58,1,161,0,0.46,0.67,0,19,0.47,0
70,69,1,282,0,0.08,0.6,1,18,0.64,0
100,106,-6,123,1,0.45,0.83,0,31,0.74,0
96,86,10,259,1,0.62,0.77,1,27,0.38,1
61,54,7,167,1,0.42,0.97,0,29,0.63,0
48,39,9,139,1,0.55,0.93,0,32,0.78,0
83,80,3,229,1,0.56,0.71,1,19,0.22,0
94,90,4,81,1,0.77,0.84,0,28,0.32,0
95,105,-10,218,0,0.99,0.74,0,33,0.63,0
69,66,3,89,1,0.63,0.84,0,34,0.54,0
87,91,-4,94,1,0.96,0.93,0,26,0.79,0
85,89,-4,150,0,0.24,0.89,1,20,0.66,0
87,77,10,83,0,0.02,0.92,0,28,0.34,0
47,42,5,68,0,0.82,0.55,1,28,0.31,0
89,87,2,191,1,0.31,0.71,1,30,0.7,0
67,64,3,76,0,0.7,0.82,1,22,0.1,0
100,107,-7,130,0,0.77,0.98,1,28,0.85,0
70,61,9,200,1,0.27,0.72,0,19,0.38,0
51,41,10,170,0,0.61,0.89,0,25,0.82,0
88,89,-1,273,0,0.76,0.96,1,35,0.23,0
91,85,6,109,1,0.46,0.83,1,24,0.79,1
61,62,-1,65,1,0.19,0.55,1,20,0.59,0
96,92,4,99,1,0.71,0.67,0,24,0.97,0
41,49,-8,299,1,0.61,0.92,1,34,0.94,0
93,98,-5,185,1,0.48,0.74,1,25,0.68,0
97,98,-1,56,1,0.47,0.87,0,19,0.77,0
66,66,0,118,1,0.99,0.94,0,35,0.87,0
71,66,5,221,0,0.79,0.81,1,27,0.55,0
84,80,4,206,1,0.23,0.85,1,29,0.74,0
49,39,10,232,1,0.06,0.69,0,25,0.41,0
49,50,-1,125,1,0.12,0.89,1,33,0.92,0
82,81,1,156,1,0.9,0.62,1,22,0.04,0
53,57,-4,52,0,0.26,0.76,0,21,0.38,0
59,69,-10,135,1,0.55,0.51,1,27,0.71,0
74,67,7,138,0,0.75,0.58,1,24,0.25,1
46,40,6,297,1,0.97,0.5,1,27,0.78,1
51,61,-10,165,1,0.33,0.52,1,26,0.64,0
54,55,-1,259,1,0.82,0.53,1,18,0.84,0
43,38,5,264,0,0.63,0.72,1,33,0.08,0
89,90,-1,216,0,0.61,0.92,1,24,0.08,0
87,80,7,236,1,0.01,0.69,0,31,0.07,0
40,47,-7,65,1,0.29,0.75,1,23,0.53,0
44,53,-9,205,0,0.48,0.75,1,23,0.17,0
53,46,7,277,1,1.0,0.93,0,33,0.8,0
89,80,9,135,1,0.52,0.57,1,21,0.55,1
